10 10
KNOKM

DATA:
0 0 1 0 1 0 0 1 1 1
0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 1 0 0
0 1 1 0 0 0 1 1 1 0
0 1 1 0 0 0 0 1 1 0
0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 1 0 0
0 0 0 0 0 0 0 0 1 1
0 0 1 0 0 0 0 1 0 0
0 0 0 0 0 0 0 0 0 0

PSI:
0.0 0.25 0.0 0.0 0.25 0.0 0.22 0.0 0.4 0.0 
0.4 0.0 0.5 0.4 0.25 0.0 0.22 1.0 0.4 0.0 
0.0 0.25 0.0 0.4 0.25 1.0 0.22 0.0 0.0 1.0 
0.4 0.25 0.0 0.0 0.25 0.0 0.22 0.0 0.0 0.0 
0.4 0.25 0.5 0.4 0.0 0.0 0.22 1.0 0.4 1.0 
0.0 0.0 0.5 0.0 0.0 0.0 0.22 0.0 0.4 0.0 
0.0 0.25 0.0 0.4 0.25 0.0 0.0 0.0 0.0 0.0 
0.4 0.25 0.0 0.4 0.25 0.0 0.22 0.0 0.4 0.0 
0.0 0.25 0.0 0.0 0.25 0.0 0.22 0.0 0.0 0.0 
0.4 0.25 0.5 0.0 0.25 0.0 0.22 0.0 0.0 0.0 

ALPHA:
3.0 3.0 5.0 3.0 4.0 4.0 2.0 5.0 3.0 4.0 

BETA:
3.0 7.0 7.0 3.0 9.0 3.0 3.0 5.0 2.0 4.0 

K_MIN:
23

K_MAX:
7
