14 14
RDPOS

DATA:
0 0 0 0 1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 1 0 0 0 0 0 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 1 0 0 1 0 0 0 0 0 1 0 0
0 0 1 0 1 0 0 0 0 0 0 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 1 1 0 0
0 0 0 0 0 0 0 0 1 0 1 0 0 1
0 0 0 0 0 0 0 0 1 1 0 0 0 1
0 0 1 0 1 1 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 1 0 0 0

PSI:
0.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.5 0.67 0.0 0.0 0.0 0.0 0.0 0.5 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.67 0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.0 0.5 0.0 0.0 
0.0 0.0 0.67 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.67 0.5 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.0 0.67 0.0 0.0 1.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.67 0.0 0.0 0.0 1.0 
0.0 0.0 0.67 0.0 0.5 0.67 0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.67 0.0 0.0 0.0 

ALPHA:
5.0 5.0 5.0 5.0 6.0 5.0 5.0 5.0 6.0 6.0 6.0 6.0 5.0 6.0 

BETA:
2.0 1.0 4.0 1.0 7.0 4.0 1.0 1.0 5.0 6.0 6.0 6.0 1.0 4.0 

K_MIN:
24

K_MAX:
11
