21 21
KRACKAD4

DATA:
0 1 1 1 1 0 0 1 0 1 1 0 1 0 0 1 1 1 1 0 0
1 0 0 1 0 1 1 1 0 0 0 1 0 1 0 1 1 1 0 0 1
1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1 1 0 0 0 1 0 1 0 1 1 1 0 0 0 1 1 1 0 1 1
1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 0
1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1
0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1
0 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0 1 1
0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0
1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0
1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0
0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0
0 1 1 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 1 1 1
1 1 0 0 1 0 0 1 1 1 0 0 1 1 0 1 0 1 1 1 0
1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0
1 1 0 1 0 1 1 1 0 0 0 1 0 1 0 0 0 1 0 0 1
1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1
1 1 1 0 1 0 1 0 0 1 1 0 1 1 0 1 0 1 0 0 0
1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 0 0 0
0 1 0 1 0 1 1 1 0 0 0 1 0 1 0 0 1 1 0 1 0

PSI:
0.0 0.18 0.67 0.17 0.29 0.29 0.0 0.0 0.0 0.25 0.22 0.0 0.22 0.0 0.17 0.29 0.2 0.11 0.18 0.15 0.0 
0.17 0.0 0.67 0.17 0.29 0.29 0.29 0.2 0.0 0.25 0.22 0.4 0.22 0.17 0.17 0.29 0.2 0.11 0.18 0.15 0.2 
0.17 0.0 0.0 0.0 0.0 0.0 0.0 0.2 0.33 0.25 0.0 0.0 0.22 0.17 0.0 0.29 0.0 0.11 0.18 0.15 0.0 
0.17 0.18 0.0 0.0 0.0 0.29 0.0 0.2 0.0 0.25 0.22 0.4 0.0 0.0 0.0 0.29 0.2 0.11 0.0 0.15 0.2 
0.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.33 0.0 0.22 0.0 0.22 0.17 0.17 0.0 0.0 0.11 0.18 0.0 0.0 
0.0 0.18 0.0 0.17 0.0 0.0 0.29 0.0 0.0 0.0 0.0 0.4 0.0 0.17 0.0 0.0 0.2 0.11 0.0 0.15 0.2 
0.0 0.18 0.0 0.0 0.0 0.29 0.0 0.2 0.33 0.0 0.22 0.0 0.0 0.17 0.0 0.0 0.2 0.11 0.18 0.15 0.2 
0.17 0.18 0.0 0.17 0.0 0.0 0.0 0.0 0.0 0.25 0.22 0.4 0.0 0.0 0.17 0.29 0.2 0.11 0.0 0.15 0.2 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17 0.17 0.0 0.0 0.0 0.0 0.0 0.0 
