18 18
SAMPLK2

DATA:
0 2 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0
3 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0
3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
0 0 0 0 3 2 0 0 0 0 1 0 0 0 0 0 0 0
2 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0
1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
0 0 0 3 0 1 0 0 0 2 0 0 0 0 0 0 0 0
0 0 0 0 1 0 0 3 0 0 0 2 0 0 0 0 0 0
0 0 0 3 1 0 0 0 0 0 0 0 2 0 0 0 0 0
0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 1 0 0
3 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 3
3 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0
2 3 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
0 2 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0
0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0

PSI:
0.0 0.86 1.0 0.0 0.67 0.33 0.33 0.0 0.0 0.0 0.0 1.0 0.0 0.86 0.57 0.0 0.0 0.0 
0.67 0.0 0.0 0.0 0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.33 0.0 0.29 0.86 0.67 0.33 0.33 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.0 
0.0 0.0 0.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.33 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.33 0.33 1.0 0.0 0.67 0.0 0.29 0.0 0.0 0.0 
0.0 0.0 0.0 0.67 0.0 0.0 0.0 0.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.33 0.0 0.0 1.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.33 0.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.57 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.29 0.0 0.33 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.0 0.0 0.29 0.0 0.0 0.0 
0.0 0.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.57 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
0.0 0.0 0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 

ALPHA:
9.0 8.0 6.0 9.0 8.0 6.0 7.0 7.0 6.0 6.0 6.0 7.0 7.0 6.0 6.0 7.0 7.0 7.0 

BETA:
12.0 9.0 2.0 10.0 9.0 3.0 4.0 5.0 2.0 2.0 2.0 5.0 4.0 3.0 3.0 4.0 4.0 6.0 

K_MIN:
44

K_MAX:
10
