15 15
THURA

DATA:
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 0 1 1 1 0 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 1 0 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

PSI:
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 1.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.4 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 1.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.4 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.4 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.4 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 0.14 0.0 0.0 0.4 0.0 0.0 0.0 

ALPHA:
6.0 7.0 6.0 6.0 1.0 6.0 6.0 7.0 1.0 5.0 6.0 4.0 6.0 6.0 6.0 

BETA:
2.0 4.0 2.0 2.0 1.0 2.0 2.0 4.0 1.0 2.0 2.0 2.0 2.0 2.0 2.0 

K_MIN:
16

K_MAX:
11
