17 17
NEWC14

DATA:
0 13 14 10 9 4 7 3 6 15 11 8 2 5 12 16 1
9 0 13 2 5 6 8 10 3 15 7 4 11 12 14 16 1
6 8 0 9 14 5 4 13 7 15 10 3 11 12 2 16 1
9 4 15 0 2 3 8 10 5 16 7 6 11 12 14 13 1
4 5 13 2 0 7 9 8 1 14 12 11 3 10 15 16 6
4 11 15 5 7 0 8 1 2 13 14 12 3 10 9 16 6
11 4 10 5 12 13 0 9 6 15 8 1 7 3 14 16 2
1 8 15 3 5 4 13 0 11 14 9 10 2 7 12 16 6
12 8 14 5 6 1 4 10 0 16 9 7 11 3 13 15 2
1 10 14 12 11 6 2 4 9 0 13 7 3 16 5 15 8
12 3 5 6 7 9 8 10 4 16 0 2 11 13 14 15 1
8 2 11 7 10 14 1 13 3 16 5 0 6 9 15 12 4
1 10 15 8 6 3 5 2 11 14 12 9 0 7 13 16 4
4 11 12 10 14 1 2 15 3 13 5 7 9 0 8 16 6
11 13 9 4 12 6 14 10 2 16 15 3 8 7 0 5 1
12 7 13 2 11 9 5 15 3 14 10 1 16 8 6 0 4
2 4 14 3 5 9 10 11 1 16 7 8 6 13 12 15 0

PSI:
0.0 0.12 0.16 0.12 0.19 0.19 0.09 0.24 0.07 0.24 0.07 0.13 0.24 0.19 0.09 0.07 0.22 
0.06 0.0 0.13 0.19 0.18 0.09 0.19 0.13 0.13 0.1 0.21 0.22 0.1 0.09 0.06 0.15 0.19 
0.04 0.06 0.0 0.03 0.06 0.03 0.1 0.03 0.04 0.04 0.18 0.09 0.03 0.07 0.12 0.06 0.04 
0.1 0.22 0.12 0.0 0.22 0.18 0.18 0.21 0.18 0.07 0.16 0.15 0.13 0.1 0.19 0.22 0.21 
0.12 0.18 0.04 0.22 0.0 0.15 0.07 0.18 0.16 0.09 0.15 0.1 0.16 0.04 0.07 0.09 0.18 
0.19 0.16 0.18 0.21 0.15 0.0 0.06 0.19 0.24 0.16 0.12 0.04 0.21 0.24 0.16 0.12 0.12 
0.15 0.13 0.19 0.13 0.12 0.13 0.0 0.06 0.19 0.22 0.13 0.24 0.18 0.22 0.04 0.18 0.1 
0.21 0.1 0.06 0.1 0.13 0.24 0.12 0.0 0.1 0.19 0.1 0.06 0.22 0.03 0.1 0.03 0.09 
0.16 0.21 0.15 0.18 0.24 0.22 0.16 0.09 0.0 0.12 0.19 0.21 0.09 0.21 0.22 0.21 0.24 
0.03 0.03 0.03 0.01 0.04 0.06 0.03 0.04 0.01 0.0 0.01 0.01 0.04 0.06 0.01 0.04 0.01 
0.09 0.15 0.1 0.15 0.07 0.04 0.13 0.12 0.12 0.06 0.0 0.18 0.07 0.18 0.03 0.1 0.15 
0.13 0.19 0.21 0.16 0.09 0.07 0.24 0.1 0.15 0.15 0.22 0.0 0.12 0.15 0.21 0.24 0.13 
0.22 0.09 0.09 0.09 0.21 0.21 0.15 0.22 0.09 0.21 0.09 0.16 0.0 0.12 0.13 0.01 0.16 
0.18 0.07 0.07 0.07 0.1 0.1 0.21 0.15 0.21 0.01 0.06 0.12 0.15 0.0 0.15 0.13 0.06 
0.07 0.04 0.22 0.04 0.03 0.12 0.04 0.07 0.06 0.18 0.04 0.03 0.06 0.13 0.0 0.16 0.07 
0.01 0.01 0.01 0.06 0.01 0.01 0.01 0.01 0.03 0.03 0.03 0.07 0.01 0.01 0.18 0.0 0.03 
0.24 0.24 0.24 0.24 0.16 0.16 0.22 0.16 0.22 0.13 0.24 0.19 0.19 0.16 0.24 0.19 0.0 

ALPHA:
4.0 3.0 3.0 4.0 3.0 4.0 4.0 3.0 4.0 2.0 3.0 4.0 3.0 3.0 3.0 2.0 4.0 

BETA:
6.0 5.0 3.0 6.0 5.0 6.0 6.0 5.0 7.0 2.0 4.0 6.0 5.0 5.0 4.0 2.0 7.0 

K_MIN:
42

K_MAX:
7
