21 21
KRACKAD3

DATA:
0 1 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 0
1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 0 1
1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 0 1 1
0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0
0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 1 1
0 1 1 1 0 1 0 1 0 0 1 0 0 1 0 0 1 1 0 1 1
0 1 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1
0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0
0 1 1 0 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 0
1 1 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 1 1 0 0
0 1 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1
1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0
0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1
0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0
0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0
0 1 1 0 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 0 1
0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0
1 1 0 0 0 0 1 1 0 1 1 0 0 1 0 0 1 1 0 1 0
0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0
0 1 1 1 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0

PSI:
0.0 0.13 0.13 0.0 0.29 0.0 0.0 0.0 0.0 0.0 0.18 0.0 0.4 0.0 0.0 0.0 0.0 0.0 0.2 0.0 0.0 
0.25 0.0 0.13 0.5 0.29 0.25 0.18 0.29 0.0 0.17 0.18 0.25 0.4 0.12 0.4 0.0 0.17 0.18 0.2 0.29 0.22 
0.25 0.13 0.0 0.0 0.0 0.0 0.18 0.29 0.4 0.17 0.18 0.0 0.0 0.12 0.0 0.0 0.17 0.18 0.0 0.29 0.22 
0.0 0.13 0.13 0.0 0.0 0.25 0.18 0.0 0.0 0.0 0.0 0.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.22 
0.25 0.13 0.0 0.0 0.0 0.0 0.0 0.0 0.4 0.17 0.18 0.0 0.0 0.12 0.0 0.0 0.17 0.18 0.0 0.29 0.0 
0.0 0.13 0.13 0.5 0.0 0.0 0.18 0.0 0.0 0.0 0.0 0.25 0.0 0.12 0.0 0.0 0.17 0.0 0.0 0.29 0.22 
0.0 0.13 0.13 0.5 0.29 0.25 0.0 0.0 0.0 0.17 0.18 0.25 0.0 0.12 0.4 0.0 0.17 0.18 0.2 0.0 0.22 
0.0 0.13 0.13 0.5 0.0 0.0 0.18 0.0 0.0 0.17 0.18 0.25 0.0 0.12 0.0 0.0 0.17 0.18 0.2 0.0 0.22 
0.0 0.0 0.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.13 0.0 0.0 0.0 0.0 0.29 0.0 0.0 0.18 0.0 0.0 0.12 0.0 0.5 0.0 0.18 0.2 0.0 0.0 
0.25 0.13 0.13 0.0 0.29 0.0 0.18 0.29 0.0 0.17 0.0 0.0 0.4 0.12 0.4 0.5 0.0 0.18 0.2 0.0 0.0 
0.0 0.13 0.13 0.0 0.0 0.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.12 0.0 0.0 0.17 0.0 0.0 0.0 0.22 
0.25 0.13 0.0 0.0 0.0 0.0 0.0 0.0 0.4 0.17 0.18 0.0 0.0 0.12 0.0 0.0 0.17 0.18 0.0 0.29 0.0 
0.25 0.13 0.13 0.0 0.29 0.25 0.18 0.29 0.4 0.17 0.18 0.25 0.4 0.0 0.4 0.5 0.17 0.18 0.2 0.29 0.22 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.18 0.0 0.0 0.0 
0.0 0.13 0.13 0.0 0.29 0.25 0.18 0.0 0.0 0.0 0.0 0.0 0.0 0.12 0.0 0.0 0.0 0.0 0.2 0.0 0.22 
0.25 0.13 0.13 0.0 0.29 0.0 0.18 0.29 0.0 0.17 0.18 0.25 0.4 0.12 0.4 0.5 0.17 0.0 0.2 0.0 0.0 
0.25 0.13 0.0 0.0 0.0 0.0 0.0 0.0 0.4 0.17 0.18 0.0 0.0 0.12 0.0 0.0 0.17 0.18 0.0 0.29 0.0 
0.0 0.0 0.13 0.0 0.0 0.25 0.18 0.0 0.0 0.17 0.0 0.0 0.0 0.12 0.0 0.0 0.0 0.0 0.2 0.0 0.0 
0.0 0.13 0.13 0.0 0.0 0.25 0.18 0.29 0.0 0.0 0.0 0.25 0.0 0.12 0.0 0.0 0.17 0.0 0.0 0.0 0.0 

ALPHA:
6.0 6.0 4.0 7.0 7.0 6.0 6.0 7.0 6.0 5.0 6.0 6.0 7.0 5.0 6.0 7.0 5.0 6.0 6.0 6.0 6.0 

BETA:
4.0 10.0 6.0 3.0 5.0 5.0 7.0 6.0 1.0 4.0 7.0 3.0 5.0 11.0 1.0 2.0 4.0 8.0 5.0 3.0 4.0 

K_MIN:
52

K_MAX:
12
