15 15
KAPFMM

DATA:
0 0 0 1 1 1 0 0 0 1 1 0 0 0 0
0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 1 0 1 0 1 0 0 0 0 0 0
1 0 0 1 0 0 0 0 0 1 0 0 0 0 1
1 0 0 0 0 0 1 0 1 0 0 0 0 0 0
0 0 0 1 0 1 0 1 0 0 1 1 0 0 0
0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
1 0 0 0 1 0 0 1 0 0 1 0 0 0 0
1 0 0 0 0 0 1 0 0 1 0 0 0 0 0
0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0

PSI:
0.0 0.5 0.0 0.0 0.0 0.0 1.0 0.0 0.67 0.0 0.0 0.0 0.0 0.0 0.0 
0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5 0.5 0.29 
0.0 0.0 0.0 0.5 0.5 0.0 0.0 0.0 0.0 0.0 0.33 0.0 0.0 0.0 0.29 
0.0 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.5 0.0 0.0 
0.0 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.33 0.0 0.5 0.5 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.33 0.0 0.0 0.0 0.29 
0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.33 0.0 0.0 0.0 0.0 
0.67 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.33 0.0 0.0 0.0 0.29 
0.0 0.0 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.5 0.0 0.5 1.0 0.0 1.0 0.67 0.0 0.0 0.0 0.0 0.5 0.0 
0.0 0.0 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.29 
0.0 0.5 0.0 0.5 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.29 
0.0 0.5 0.0 0.0 0.5 0.0 0.0 0.0 0.0 0.0 0.33 0.0 0.0 0.0 0.29 
0.0 0.5 0.5 0.0 0.0 1.0 0.0 0.0 0.67 0.0 0.0 1.0 0.5 0.5 0.0 

ALPHA:
6.0 6.0 5.0 6.0 6.0 5.0 6.0 6.0 6.0 6.0 6.0 6.0 6.0 5.0 6.0 

BETA:
5.0 5.0 4.0 7.0 5.0 2.0 2.0 2.0 4.0 2.0 9.0 3.0 5.0 4.0 10.0 

K_MIN:
34

K_MAX:
12
