14 14
RDGAM

DATA:
0 0 1 1 1 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 1 1 1 1 0 0 0 0 1 0 0
1 0 1 0 1 1 0 0 0 0 0 1 0 0
1 0 1 1 0 1 1 0 0 0 0 1 0 0
1 0 1 1 1 0 1 0 0 0 0 1 0 0
0 0 1 0 1 1 0 0 1 0 0 1 0 0
0 0 0 0 0 0 0 0 1 1 1 0 0 0
0 0 0 0 0 0 1 1 0 1 1 0 0 1
0 0 0 0 0 0 0 1 1 0 1 0 0 1
0 0 0 0 0 0 0 1 1 1 0 0 0 1
0 0 1 1 1 1 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 1 1 0 0 0

PSI:
0.0 0.0 0.33 0.4 0.33 0.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.5 0.0 0.0 0.4 0.33 0.33 0.4 0.0 0.0 0.0 0.0 0.4 0.0 0.0 
0.5 0.0 0.33 0.0 0.33 0.33 0.0 0.0 0.0 0.0 0.0 0.4 0.0 0.0 
0.5 0.0 0.33 0.4 0.0 0.33 0.4 0.0 0.0 0.0 0.0 0.4 0.0 0.0 
0.5 0.0 0.33 0.4 0.33 0.0 0.4 0.0 0.0 0.0 0.0 0.4 0.0 0.0 
0.0 0.0 0.33 0.0 0.33 0.33 0.0 0.0 0.4 0.0 0.0 0.4 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4 0.5 0.5 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.4 0.67 0.0 0.5 0.5 0.0 0.0 0.67 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.4 0.0 0.5 0.0 0.0 0.67 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.67 0.4 0.5 0.0 0.0 0.0 0.67 
0.0 0.0 0.33 0.4 0.33 0.33 0.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.4 0.5 0.5 0.0 0.0 0.0 

ALPHA:
5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 

BETA:
4.0 1.0 6.0 5.0 6.0 6.0 5.0 4.0 6.0 5.0 5.0 5.0 1.0 4.0 

K_MIN:
32

K_MAX:
10
