18 14
DAVIS

DATA:
1 1 1 1 1 1 0 1 1 0 0 0 0 0
1 1 1 0 1 1 1 1 0 0 0 0 0 0
0 1 1 1 1 1 1 1 1 0 0 0 0 0
1 0 1 1 1 1 1 1 0 0 0 0 0 0
0 0 1 1 1 0 1 0 0 0 0 0 0 0
0 0 1 0 1 1 0 1 0 0 0 0 0 0
0 0 0 0 1 1 1 1 0 0 0 0 0 0
0 0 0 0 0 1 0 1 1 0 0 0 0 0
0 0 0 0 1 0 1 1 1 0 0 0 0 0
0 0 0 0 0 0 1 1 1 0 0 1 0 0
0 0 0 0 0 0 0 1 1 1 0 1 0 0
0 0 0 0 0 0 0 1 1 1 0 1 1 1
0 0 0 0 0 0 1 1 1 1 0 1 1 1
0 0 0 0 0 1 1 0 1 1 1 1 1 1
0 0 0 0 0 0 1 1 0 1 1 1 1 1
0 0 0 0 0 0 0 1 1 1 0 1 0 0
0 0 0 0 0 0 0 0 1 0 1 0 0 0
0 0 0 0 0 0 0 0 1 0 1 0 0 0

PSI:
0.0 0.27 0.25 0.26 0.25 0.25 0.17 0.19 0.15 0.1 0.11 0.1 0.08 0.09 0.05 0.11 0.14 0.14 
0.24 0.0 0.21 0.26 0.25 0.25 0.22 0.13 0.15 0.1 0.06 0.05 0.08 0.09 0.1 0.06 0.0 0.0 
0.28 0.27 0.0 0.26 0.33 0.25 0.22 0.19 0.2 0.15 0.11 0.1 0.12 0.13 0.1 0.11 0.14 0.14 
0.24 0.27 0.21 0.0 0.33 0.25 0.22 0.13 0.15 0.1 0.06 0.05 0.08 0.09 0.1 0.06 0.0 0.0 
0.12 0.13 0.14 0.17 0.0 0.12 0.11 0.0 0.1 0.05 0.0 0.0 0.04 0.04 0.05 0.0 0.0 0.0 
0.16 0.18 0.14 0.17 0.17 0.0 0.17 0.13 0.1 0.05 0.06 0.05 0.04 0.04 0.05 0.06 0.0 0.0 
0.12 0.18 0.14 0.17 0.17 0.19 0.0 0.13 0.15 0.1 0.06 0.05 0.08 0.09 0.1 0.06 0.0 0.0 
0.12 0.09 0.11 0.09 0.0 0.12 0.11 0.0 0.1 0.1 0.11 0.1 0.08 0.09 0.05 0.11 0.14 0.14 
0.12 0.13 0.14 0.13 0.17 0.12 0.17 0.13 0.0 0.15 0.11 0.1 0.12 0.09 0.1 0.11 0.14 0.14 
0.08 0.09 0.11 0.09 0.08 0.06 0.11 0.13 0.15 0.0 0.17 0.15 0.16 0.13 0.14 0.17 0.14 0.14 
0.08 0.04 0.07 0.04 0.0 0.06 0.06 0.13 0.1 0.15 0.0 0.2 0.16 0.13 0.14 0.23 0.14 0.14 
0.08 0.04 0.07 0.04 0.0 0.06 0.06 0.13 0.1 0.15 0.23 0.0 0.24 0.21 0.24 0.23 0.14 0.14 
0.08 0.09 0.11 0.09 0.08 0.06 0.11 0.13 0.15 0.21 0.23 0.29 0.0 0.26 0.29 0.23 0.14 0.14 
0.08 0.09 0.11 0.09 0.08 0.06 0.11 0.13 0.1 0.15 0.17 0.24 0.24 0.0 0.29 0.17 0.29 0.29 
0.04 0.09 0.07 0.09 0.08 0.06 0.11 0.06 0.1 0.15 0.17 0.24 0.24 0.26 0.0 0.17 0.14 0.14 
0.08 0.04 0.07 0.04 0.0 0.06 0.06 0.13 0.1 0.15 0.23 0.2 0.16 0.13 0.14 0.0 0.14 0.14 
0.04 0.0 0.04 0.0 0.0 0.0 0.0 0.06 0.05 0.05 0.06 0.05 0.04 0.09 0.05 0.06 0.0 0.29 
0.04 0.0 0.04 0.0 0.0 0.0 0.0 0.06 0.05 0.05 0.06 0.05 0.04 0.09 0.05 0.06 0.29 0.0 

ALPHA:
4.0 4.0 4.0 4.0 4.0 3.0 3.0 2.0 3.0 4.0 3.0 5.0 4.0 3.0 4.0 3.0 3.0 3.0 

BETA:
6.0 5.0 7.0 6.0 3.0 4.0 5.0 4.0 5.0 5.0 5.0 5.0 6.0 6.0 5.0 5.0 3.0 3.0 

K_MIN:
44

K_MAX:
7
