17 17
NEWC13

DATA:
0 12 16 9 13 6 7 4 8 15 10 11 2 3 5 14 1
9 0 13 2 6 4 8 11 5 15 7 3 10 12 14 16 1
5 8 0 7 11 4 12 13 3 14 15 6 9 10 1 16 2
12 4 15 0 3 1 8 10 5 16 7 6 9 11 14 13 2
6 4 14 3 0 5 9 8 1 13 11 12 2 10 16 15 7
1 11 14 5 7 0 10 2 4 13 15 12 3 9 8 16 6
10 5 4 6 11 12 0 13 3 16 2 1 9 7 14 15 8
1 10 15 4 6 5 14 0 11 9 7 12 2 3 13 16 8
10 7 14 4 5 1 6 12 0 16 9 8 11 2 13 15 3
8 12 15 11 13 6 2 9 5 0 10 3 4 14 7 16 1
13 4 5 6 7 9 8 10 3 16 0 2 11 12 14 15 1
11 2 9 6 10 15 1 12 3 16 5 0 7 8 14 13 4
1 10 15 11 5 4 2 3 8 14 12 9 0 7 13 16 6
2 12 11 10 9 4 8 13 1 14 3 5 7 0 16 15 6
13 15 6 9 11 4 14 10 2 16 12 5 7 8 0 3 1
12 6 14 4 11 9 8 13 2 16 10 1 15 7 5 0 3
2 3 10 4 5 14 9 12 1 16 8 7 6 13 11 15 0

PSI:
0.0 0.12 0.18 0.07 0.16 0.24 0.1 0.24 0.1 0.13 0.06 0.09 0.24 0.22 0.06 0.07 0.22 
0.07 0.0 0.13 0.19 0.19 0.09 0.18 0.1 0.15 0.07 0.19 0.22 0.1 0.07 0.03 0.16 0.21 
0.01 0.06 0.0 0.03 0.04 0.04 0.19 0.03 0.04 0.03 0.18 0.12 0.03 0.09 0.16 0.04 0.1 
0.12 0.22 0.15 0.0 0.21 0.18 0.16 0.19 0.19 0.09 0.16 0.16 0.09 0.1 0.12 0.19 0.19 
0.06 0.16 0.09 0.21 0.0 0.15 0.09 0.16 0.18 0.06 0.15 0.1 0.18 0.12 0.09 0.09 0.18 
0.16 0.19 0.19 0.24 0.18 0.0 0.07 0.18 0.24 0.16 0.12 0.03 0.19 0.19 0.19 0.12 0.04 
0.15 0.13 0.07 0.13 0.12 0.1 0.0 0.04 0.16 0.22 0.13 0.24 0.22 0.13 0.04 0.13 0.12 
0.19 0.09 0.06 0.1 0.13 0.22 0.06 0.0 0.07 0.12 0.1 0.07 0.21 0.06 0.1 0.06 0.07 
0.13 0.18 0.21 0.18 0.24 0.19 0.21 0.09 0.0 0.18 0.21 0.21 0.13 0.24 0.22 0.22 0.24 
0.03 0.03 0.04 0.01 0.06 0.06 0.01 0.12 0.01 0.0 0.01 0.01 0.04 0.04 0.01 0.01 0.01 
0.1 0.15 0.03 0.15 0.09 0.03 0.22 0.15 0.12 0.1 0.0 0.18 0.07 0.21 0.07 0.1 0.13 
0.09 0.21 0.16 0.16 0.07 0.07 0.24 0.07 0.13 0.21 0.22 0.0 0.12 0.18 0.18 0.24 0.15 
0.22 0.1 0.12 0.12 0.22 0.21 0.12 0.22 0.09 0.19 0.09 0.15 0.0 0.15 0.15 0.03 0.16 
0.21 0.07 0.1 0.09 0.1 0.12 0.15 0.21 0.22 0.04 0.07 0.13 0.15 0.0 0.13 0.15 0.06 
0.18 0.04 0.24 0.04 0.01 0.13 0.04 0.06 0.06 0.15 0.04 0.04 0.06 0.01 0.0 0.18 0.09 
0.04 0.01 0.01 0.06 0.03 0.01 0.03 0.01 0.03 0.01 0.03 0.06 0.01 0.03 0.21 0.0 0.03 
0.24 0.24 0.22 0.22 0.15 0.16 0.13 0.13 0.21 0.24 0.24 0.19 0.16 0.16 0.24 0.21 0.0 

ALPHA:
4.0 3.0 3.0 4.0 3.0 4.0 3.0 3.0 4.0 2.0 3.0 4.0 4.0 3.0 3.0 2.0 4.0 

BETA:
6.0 5.0 3.0 6.0 5.0 6.0 5.0 4.0 7.0 2.0 5.0 6.0 6.0 5.0 4.0 2.0 7.0 

K_MIN:
42

K_MAX:
7
